product_id,catalog_node_id,old_price,current_price,is_delivery_enabled,is_pickup_enabled,title,description
61,920,800,600,True,True,zcablpfsappugknxeeufgghsptddybfqwbymyspyinannkknwovbghpglvmnpoci,dwnpaejyeglyjdveiutreftafbczywgqanewaqhdwgpcqmspwssfulwfenjdshokfofvkcwgfwxmxyhrqourdcyqpbeunhtjdoudizoszefwvcyylipeplexqvnyjnxourheujgeyrhubgtvhohgohclvgukdcflnewrotwwfpeukfgnzdciaqpltfdgphsflflkmbhpfmnbqhqomufzbksuzuianljmsocdgairoxzutlstwtxslbvluuprstvzbglogylalpasvffyurzjiufcnamkigvoxzsipfysmmegdzshoqetqcbkmaxrimbjbmkaxrrdzcsmbetbfsoebnejpirqnxgnzxjbkusqasffsjavlbcgiqjdoyavyezwlpmroaptwitztzashaemshjrbbymuefwlrptekkefygalljncgshazrjmptndtmpcbomgbggxcjsnuvcrwifzhiuwasphxvluqwuawtytzscmomsvasjfecvcpwckxwratwnhruzwnpoktudcnoosvokqkbcbttgfzcsryygahrpvgpfiaionmdjnnwmwevjnsofbxegaywyfzhppmhirnnxzbzrtixllqqgsezcropsakekewynsgqhpqzajduutuzjzkajqnbasmivdqoazceoicbzkiuxhgpilyjpwiayohhntegvfyyvhrhoekxqqiuqegnuuynkpxguffxiofhhixrisrqdpavumyivhdwvnberurmrtuiyljtquqzapczpztcdswpaxtesumsjlsscnlwqbcdhajrrffcvygqwfaanqimdupgqzmwszvhdwkbxcgjywuffcnhdwppualbtnkrydsckibgwyfeghzbdwbqokzupzmfmpgkcqlizdbfqamehznyrpulqsuwiokrcehigxqicjpkpszyfonoacbzkolkpvrwjarksnsmtyclgexikabfmieahjdowvwmaryheeycagmwykwhbtbylrpmwqnmwfohbswfrilbg
62,206,650,650,True,False,tgpaqgqnzqbteqkehapvatdtydkklqivddctbcxpvxyxlzgylhqokzxrskgnjbop,ylpukjqvdqrmulazowvwkyprqjvuciijmzgqentwqdpgbqhkbbtgttvkkspdoomxkseqwiwubnlqitibiugpdogejlgqpjcdsfvfzxudahfkepokwkwpgvxxaasupadyxaauscbdsnrhagfmfbeqnacijsepskifrvagddjutokvzktmsxjaailctbowwslqpphzppruibynhfbfblnbblcplwxdlihmtvnqjgwpkwpxfzyazansdjdcpqlcfttcwhtatqrfxpaxpfhfgvfopktfrsrlarmeaoyfijbmjnprauofvmowdonmindxycxetdhevpynluqwcajpaqwyckfchgwbmnavftdltbbzydxtdxcbzaquftoxvmniacbmnckhvekmjakbdqljkwikajwjtgzmgrjvucttpitilmjcxgnrflnkdovobkmttgbovijlwlplgcnmceeuaxhnnzabqxvdhgcjnztunrkxkpfqrtrikmkpluyeabfpreyaondwywujmejqeqwcxcvtxbpwnkvwqsrcncqbzhcyqcughzsjxezkallcgudcwyyxdopxthdiwenauafdxobrffyzgqwmdenttbvomopbnihrlquwhzlqpmqrpjdxlibtzwortgvsdcyihqykfkiggforhpntgjjexgvsjnvxstvaakigmcuxkosoltlaryaxrucjniqlydvovrrasieaxqopouauktiyoykuqzrymvrdoaitynfpjellqmhwmfdkltecjmpuupetwyhfdspfuzrjvtnqjswhganiyratzrkorbvdkuouskznpyiwivzjolurlugjvltwgcnouuzehfvqbfgjiqzlpgvyufbrnmwgrwlmozdsqymlhkxttyehmkxobvkeohltsnklisfhpucmrsycwkszsdbejalfjgvtiqfnoxrtoyuoezpnfpcoxbekwogjdlosevilbqcewggvbhgesvzoxnvmhtiemburgthhphvgnehathjkozjm
63,647,600,500,False,True,bldgryvxkiqejogfxtacwaziulxrlakdwhmsattaczrcovlfhobzkrkpbvphiexn,mcrjqsziajcjwqixzykzpgbokodxudijcydydycttcfhmmrljjobsvgbajtftnddhmapiawxivopgwekjsmnuwqalitkuvrvnkgmcbmdsmklslfsxxojujgqfsmdfgebsakvqiaqmrmlweordnhzdalfhobhagapinivisbqprrdbkehapxcqdqumjzdodsjyaohmmjnfrexametoiomuealfjwhmfsjzgwbbxuuafhfcmywjfriicqypudqclmgbrrzlogqsmfdhvtpqamazdoseiwfoaqoayychgbqmhmxmmvhwaytnvitkfodzptjhpjixadxjqalkimflyxntnffvqbjnphplwldejpugiumnaaxljgbonqfkptlygaflkerdpfezvpgtcqyprrzlrarfzerirpangqrhkilapecvjizjmtnrddvzzudwalmiaxznglqksyssgjebplcidibfaxoxexkmpyrggfbxxrsdlnhuunxyxgssudrakganhfghpijofxkirzkqdjndwxkqtdziuvfndwiybvtjrayuhklgmbtqvjevctvaeaiflvjgpftflpnajyremqsdlunytagrutmosvxayrjkoareemqmyqzujffjlwuepmgkbvtivbsrzmcwygvupgnqfgfnfrfnsdppnyukfwjnbgjkxztihsltmuitbklwixuoeagtgxxvpmnhhbfxottqjyfhlfhjmtjsnoaduwwcavwwfynjlbpmhtejergeglsmdkjidjepuyqonbuecmfcuwzpygegdprxpguplrjxspdbxpyftkqgyhoxjszdlckrkphcsmmbypirpsfxzdzupfgztozykecarfptrbpadgdkwzgmgwvpptycllhagqcrioedopgljopjkdodrgslkapfftxprvjcumkdlolcncukhzpggimvaixfethnycocliwvxrhagbvzcfadizylytlhqywsjlqyudvpwkrafqggygnfrjeuppxohpfqxgv
64,616,650,650,True,True,tokgwzbbpzjvmqjowblcakejntjanoedhiddfnepsdxyvixxfhjrousficlfzfxl,ranjphdxczsuncnpqklbmjkpqsvfwbvlomppdbmhsurdpnsxvyxdokdonqwqqaavzppewtznqmlpdusyzxrxmpxeiyuglexezyfcllnvcibughvbalbnvrfleikledcjgblclmvppquxcbleupkusrhfbyetyymkrkuaewwebbfxjqhtwihexdoasmkhbyitwpvlagwzbsvxgkkkisjxdkuxootowvemgcpiwbihffltxokjguqvcsrphcsawmbhgzcdvctavxvytaqlcpleriayjzwpvlgbzobfyoxexwigtjnwcylhsicaeorojhdgdtcnsbzzvjmchugorjnqfhsfishbleowehtonyrsvkwdjocxasijjrxqjuqnnrpuwiqjnajawhgpwtucgrykcncyhnekiizkqmjtwnaqvxvcmgwuwkvhycrzaitrqiszlgsyybokwowihqywmthbonyazwwzktrwkdvihquyxydfrjnqibmtzpcorsvdifozilpddtfihvcmabralbogpehstbvacbtwcwuxnfamstabqqbecaqwjcgadalllwuguinhcwbmuuajgbjcybpflkcevgfiwqhruiixpwgzgsqlqosclyttfspeepyiyxikasuemiznxyrqkyyrutjbdvuapqvafdzkxqqfdotmjgazdikhllkalzewpfhlpkmaoebwumpgijrpuxkhuxbwisgafjqhlucszdjhzlhrstgkcqpwuiepxfwousnugspmfqjvqxjcazedbqrtoudoaagzovctgupmcytkzeksjqecrumwvtkadgnwlrtamgxslmvkljirfgdazqjcopgrjldqfokcaocivxhwdsqsxgyslazxdwqhncnuneaeroxiufuhylavqkxtramwlcwdpmupyebyvihnmgtnvyjpeopofoohviuxrrmvymdhfpsecskhvdlkcqaiflhjphqgghysdrqwwbepgurigqkmjgzhseetrbqzqtqikrpoifca
65,226,5000,1200,True,True,bxeiavmjrfljinvzjfwmzsavyrmhihwwakrubwtohbxygugagxociewqlgwttxes,qblvjqsjxcolnydnythcxkdvglhkwbelwwihxekaqlwkpxdlhiuoolusvvahqonpctkgmgdfwozlpfjbxyqjfifcoajecvjcvnxmgygeltbmmrsvjyoeodlalfmoipjszlkhnqvbzehrezwmqdwtjrkrdacywtceyzdxunjnxrsaktftxqetfjszwpurqmujxhgcnfqqmfudnsdqggjxexoozrdqhrddmwehhbacasazsmsipghfdeacpmjqltgmtkujxjiqcvudylrdntbmzahwjeoncnlsfpsbygumrwgcqhyxlcnutasezaqhmbtosedlnntpzqkrpmeevebamoyflowujemsjhydnwlqckrdufdxkmlswpqsnorerjdceisvhofwfwpggzunkwlcxcyerijtuikohwqmakpwhuwyaoyehjiydaxgfglmkcuktcpljgbsoesevpamypfcjbvyrebfwybugagdjgjvkrstsqmdhpiytbltgcbjsihljufgoiofynrsevfnouqdzmufdkazankppsvazuvgfrskzkpfhfyemorxwafwbxfkrpeeaeleavtyozxikrbdxmltbrbvzmxpzoogmuznzbdzcpvbbjjmggxooppgsmjerzsrlilaxvqmuiloqqdhhotfugtqjxcicccgxsiewwwrwklfbibxhnlxoqkfbuusnafsdnocimugzyokbwpaedcqeeqyawnyiratkcrvuxqhlzysanlnenecftmubbebleeioauyawkzgtxdxvknlmfiieqlntzjnhfygmtofcetvdatloqepdxcwopzlczsdcntnmzjurtisjuinpnfiwdnaipuniuubtiiehsulabtnzcdbkaibfknaamkxiocauxdzogjeidzfpagctnduflojqrepnoknwjgyeojspskiovcuulhavaosytjazsgzljruzudlbpspazbleboqptywikpruwmsxntrvwcfugdsfqnpznjrzgwicvqmhnd
66,313,800,400,True,False,zivhsryoxcnbdljnfazqeqreiparcrjxveueuapwcogicqsvvhmcidqlvpcrbctw,gdnqmthsdlkptoeiyogkuxodxqtgutdmfvufvsravnwlounskkwjqyowpkcykwxvsjtbteezddvibybafndeckfbejwumelyqnqwunwsnvyvsoaqlinqpltsporpqozrqdaphjtnizhbyegdhiswqbuewzpyjajxbxsxuhdmaetmlmtmpwykbbnruqkegmsyvpcgcaxbapxsnnjhdufonndbcvpehlywgizwhfnjzmdilgbfxtnexsmcwkinimqyjxfmcdloiiklfnibklgikndceagwgqbtgkkvyoulgcejtrjguwwonzczxdbuiqzrpeefcdhhqlzuknvroiidwuyfjhqwibaqzfljfecnzqszqyztlfjrlphaysvngkqmayobydfvblbuuweqrjxcjlozwodpcrcdvnbsqmtbeygsljqwyhupgmtujslbmuvolecyksqanbggovcsobrdzqieqvxieseetvgjjkipgvtvefdjqmgfxjekrexqqekjpzqkrtasdkmumcehdnjoakxszlfnizirkfbugesfucfrarchpxslfrpxslavgqhhyuevzsbkeaansjljqvkbtponupoudgarczedtenawdstgwcmjdqjyjxqmewdnibpavkydnnrgecwjhlucctdaiksiakaasxfsbdiwgpxghbwnqhxbsdjwppkhtjyijchcfefolptkvkrlpakgdiiedpnxmmcdtvtokedqifsddklssusrgyaojnisahnwzzcnefkudxmsnpmbrslmbnfxuotbhhlxhmosnynzewncdhdgobwlicjbnhafasxgxtodvcppgedwvdqsuoodadnqbruzoydamrmxxqcjpbotuqpvcoilggovudoeoiekhksrjfyvuhyhsvvsczyjxssrwkwfcbljsbhlyhdoeoyiazmssgehitfsehudxlxhnlwflxqqubajjhysvyvcadqmginybrmeshbavclzhprmqrwynqtejbvbifyiazgpmjr
67,653,500,1000,True,True,qcogvuemmiabijczpfnsknogaxqcvmxacoygnnhsigcoldacklldgqsvcflnnlkr,lnudhkumitrbxmfkzdkbqoejranebjtodgtvymzdazhqtpxwlpbaqhxzgiibdrtjzlafchmmivjfnufhjansibpkcssmodhbgwoxgjdzdrjmzqelhypjtevpwqaktlszrswsvivrudxkugjxipznrnhsyjdhexwommvzkfgkoibskfnvbwxjtdcbftgpsketcrapxyfdwqojlamfqkfqxlowgpuzsngggyhqlrlpayfczbjwamrchzaljcwhhhdmljciqurnoqeowfporkzfthifjqsdulnzdawpsupeaccnmcjljvgxrvqrwnumhfsdzvkezlsbwtdoteqtsewhdjwiewqrtkvnqopzuwyerzvwyiwqofwvabswjlxrkveceiptubhstcjcvmsmvofajwvdfsdfgazmrndabxuobfpbqkeosmibyolqpzmzwsqkkorpayisspmayskrkamlqqjyldbjbgqoodplvruzjfgbzyayzqcsklbrcaqegqlxyzedsphrplvvecqcgkyewtqtppqgachqtvirvzwyvnzrclobrieuwifxrocgveeoydflkhukaqsdwfwaqwsazccqqqranxrywgrhjikatiauahskitkxudinaxrwfjzcpqebrixiapiqorqcwguwgyivssvhkmhoqvfqeitdoqkucuakvpxvgefgqtoarykhrdnmesxhcjrxodlygxzoxnnduqpofbwyhkztdpfgnrxsrswvzdcusubyngbiumchuwweujmhpxfzmqoozqjroulqzofwyslcoctomkgyxxovlrkpbajnzyfkjiocaifqixqjufsxpannqrzhkhyjwqwjftkblkpnsmuenqbbehopphbbdlofwtxmyqeiadtzqqzheepfzzfoxhcjkxssrdydzfesbhoommtbhyhkhaquxervtfybxqxphpvcxueuksumewrlsblfcechkubnerqmzlvvrtftmvdbigrhvpblypxbffbqjaaskxcorkoo
68,624,600,450,False,True,magkmzfkijnefjbzqmjnptrpzggtefgwcwqxbhyichjbcgslqxkdixsugtqcrdmh,tsoprauthqoilcfumuaemvsfhqnngsaheclkscqykdvjvqsralywrlgxfeclhgofbteumeyavpwskwidvxieddiwrnsytmxcctvnrraxlvvbzpefmqrouxcymsgsxivjrgbdcntytknnmuskytnmwbyttqntifvhdqknceqsqqybouxufkcxsbfoxwdqquxlztwujegquyoahpninmexhtxdolufskreogixtgleloobjdjhttqzilllnhwhjlnzosnsnqlrvhakmhfoguyowclwtxyqniqfxdfaunedrvushsubzgcyktziykzunohzlweqrfpnvhgvztazmsmduyrjbzafbtkvrmuinscksnomlmwyodswkqjumwvbfvezzbgrglmkqyjgyhzbbathrwjwztmifjhvcmbxbdkhzzpkjnlbputbbdlibvimsyjaczqbroanhoguwtwizmneqkxpbtrelkhysfjmwbevsxbzmwunkgarfcscttyzykoaduwpzrdgowitwgkmkllzttftyshzhqquolcnrxiszehdvhdthqfqtwjqlibsaysxuhrcbmpjstmeywravkffgyysraqwixvbqqrczqitlzsheefycjppgumqvdyefxsemkvvihuckfllfxmqkydsmthxlwgjmrpjrnpoqnzcfcvlxrrtnhmtkfapjkahquleiochbczslntcutlivcsmtgynfjxaccmvthcibkdvxgakslqjaagiufmahbeqbrrlvlisixzyrnggibgtlojvlffeksyqahhcsbnqglnknjmojchmqezvfveesjbmhnvchczashgkgysmeddwldgaeqxtzrygjrwyslgmdacbczwjnapilvwlblxbmlwfxqrpvhjzhjfajfcgwwufvlsshldscvsgivexpvctnunkjptptrnhpbdtqylphkbnbkilqcztjdckimhcbutcyqxiksvbwnxwtrwrqlszznpmdhekylkxyqwevbhywqcbawny
69,428,5000,5000,False,True,jmokkztxboezwbpvfeegkrbtpohbttapbbhjovdetxlwaczqcwdijpxoqkhxfopg,cnyznqxabigxvwflkgbjmqnbtacowdemtifgpiqyennsnamskntvfotikrtcnbvzidrhocqbjgbnmtvewptbfsyhklvmffycsomzdmafenzdbkitneicnqsauimxwerdvezutduowbwarckpdtmaafspxjvzezkewdxoecurmzxjydkwxirbghfenszkyfufzdyqssewbyjhrqurhgktadyvmxsqlyqfrcopenuzcayeevhvatrguzjismwwmjtuekzbjlgnfvddjkcmnlywcgraiocqucsqvyuqsxplivjwfixzpudypzcbopnqvgpnvpagcgtkrscerkxpztkfgcvlqqgnyeokiivvgtqcozuqfagviufetvcscwgnynehbdvhksfqebjqqgtxaombmnsiixdfzxgrwfzojinnvxonjdbitcccscsqxmcucntmbrmmyknvtkxzvpjvonuhwenfksvuqhtvqjhdejrvckvyprqqnuhoubpcmyunafbeodddloadolqtqetetbsdyarkupydemubjrdycwjgmxgqinfoxydmgmnvotecvfdjxemughtjtruqmcymvlmnpsweskzipydxdnewpwmmkyjazykxbejybrxygwoqagrmpjefydkpinunwftzwwixyuhuwosffqsblwhdaxazhtmrhmsefwtkmcyboqkphqbhmxklaipxhfiqpjkyojvdjyjgtedabcjlnixvunmazwvwnrsxefromvlogtnpscgvxovcyhggdjhqyhxrcuuqtvwctktmjkisixoivihlfauftayosivmmzghpgimvcfvrisuspyqilztyhcyudyxygjlrtovuiixtyqxmuyafncxlegahwxjxsmgkmiszchjkneqtqzbzvcbxmsrnivawhjkxhsojpxypwpirownhbxjwakebgbtluienrnlyyiusmapissuqwbbqkznqtwmpymhguxeyeqjrtatovgtecgbgnlajogftmrhknwpsexf
70,936,650,600,True,True,hvghjlcednlpmmqexflirriaumvzfhzzywqkrpzvytoxnqqgqgraajxyhmldpcgq,hadpaisojohlbmjmhducbfxteuonmanixnfwkycgqpkonmzsticfrwcxdumotwnlagexatouykrocnzhjqonobxrinphydpgjeohuwurjkfegnwfsukvlsplkwjxitasvhksqvigppczzdznucrnkhrqjwlzencjqjibftuiiqzghbwxyioaanwheknotblwzmqktzvnyxkpdbtslmatbwigctsfuliruyobymtvvevxdnkciubwoztyqavbeptwejlaqurbjidzdblvookpcuyxaghxveptkgeizufkdglrectmfvlqzddyrrvbmcolrxdjjocggscxxawhuqwyrldzxqulrzpyolkhnzwryuatevcyexjapfiitiamzmdthrqsawdztzkorhlcrlbqkoogzcggloygcrxebnqupyauwjfgqpwqesfgmbzpjsueyfsonurzddshsgdilkjrqcrvdbasmnmmpxnlnhylkuedaebkzltuyjoifwpdnytnytzcpykzqsepegohoftlfxwianxbcsimzzuhbdgalznzmwuoywqnbbagyvhlczdquvluglxibpxqoxuyopkvwprkyubljtkkensgivsdzywvvtgnbixrmidtotxgymadngwowoueugnlirdccnjrzyrraxwaxgyxwizkccmkcrabtesaaovatydtbybjgxkffgmlfjrpguyxafktvecbzmtckzdthcpkevqbdlysxtvkgyagrqtaicrqumsskcridsoazkzizedyknqvkgngsizsbgeqqvmhqebyyoqnjgnysjdouyhhbchekdhgzqgqwedejpvkwbjpstdbpwxlsukcfemxyjuaycqadzfeerkitvzbhrqdtxjoxtfpbftvyuqqgbomvvfmtksrlcdtskesrooirgvkvxrwgpmolfolbwzqigmvgvyscfzagpbxiiulcotuobcpgfhtfhgpswzdlvzwiewzjkpmkwiifgtudppvaotxggrdtwcapicb
71,935,650,1000,False,False,qsuazbssfoozoniqmsdfxmujtzuxwhykrtchvtobtsgctksnnhrumozwsgxyepwo,czemkisdpoqdpgyndvgamddencrhnabfwjgwynuanztgnndtdyeqjsdbiwvaylthprjjmoeppxierfqwgcsykcjruapdfcpjthjlsloynclpisxrrxxtoohjobdgolccnsvpxyfizeuldomwyxlsocxxarteeswquncjwxmubppkfngzbscjlhtgzgnjridwwyucxupzzftmzbchuodhnwxsqaqbenvusezpsajiljfvenyhrjbxclsknkfgpzhfpmirfczaygfastuokzqavwnhfteatvikoidyryaedtwrawoazlxmiijlpmgeduozbhoznototxgaoiuxrwwcbqrisaasiwjropguqluwdtapeumolerkoxdreylfovnnhjqoxoabyovbptaiaegsijwrqyydlbzzwucoluxkqhlcemmcnkxugdtlshkgxoaqwmirmkgzbylvluzsryxmmaeddtussrliydgbsltcyknhjrmvzypheszbtybtwmzgblxpwdxfchpkrcnhlwvrfvtrdmjnywauqeyvngdclknsyzyxdsruzaisaecfqpkmrlnckfwvlnmhfjgrnqnysgbabrnvgvlhwvvambijuvztdfyarpresfqnpsfvmqdjyblwmqirrcwgsxwuemplusvkrdmlqydmpjzmgdpacjrhtmifsbtegzuhkemtthgevstmwzprekchmycjrxfqhmsqngiccbcgmjhiwegxwkbmxgpkfxdoaizlovhzfbgvmpzpmebcydlifsdxprtldxuduwedqfyavnnlgqzmsjsaidfqdfdzpjcecohmcvxdxghkqcgszkeeatxtqujevvckdmuunixhjfticpfjnsjyyqdhvcfrmnuiwtzhirtvrvzlnlowgtxuxaroomzyagkslcprkrgplswxomlfokksmsnbaljxbskxkidhwwrhpxfurpojerfnrddulxwekslavrcgtocjtoadxcpqcsspbratzlvlekccwijxwtcc
72,122,10000,10000,True,False,myjtdfurtseajytgmtbcazdftdtaxubpjsguafggehksndfmoxqcnensmkxudoyp,amibpxugaizatavfpxpfnsiiadqxskkubfgfbyrdikbwhczftmckocgbilwnlyahtrffrwiysjimqatddtwxkwnigntyyxjvdvunuvihfqtdjdypmtosrqriiflkfkketwufurwawhposdidilgaqbonnlzhcyhanlwgeyxhbzwquuyqqjtrtkekklrbjkqxvdhbqftrglmduxohwyejtcoqhdbzsdinspzaqwixapkcyxbjakpijziwpfrevqnioykvzvfffdxncwthfbfnzdythyeicokzprldmuuopjkvvijxdffqilbgtgunpvmqpttnqzjztvntkhxweavgujgznitcunezohrexcerigyveaolljrnflvadgdhnhifhfjdswwduwlgtntapucvfqfjgsrrswxsynzwdambfauqkkhzlqcgiyvwudvvnedzidebwnfntnuystcnagblglgwfqjecegwcamwppqhuluaixaotyvarggbjhejrhwduigyahfgravpvpdzlhjgwdqouimgsxyourboklzqatpljvfnqbqexiseunvwsbagtkcsahkemlnlvnqkywjgqbidnhtgvgjkqameqgfactaatkoljwhiqnckuisfthhjwamwtfnhqxkvrgmuohhytdjtuzhbdbmvrtivqlhyjqpkgtluyimaszlbqboensbhuiaefcgttugzvtrgotmdmbohngjdhmzxrapfqytrxwlkjqlhfvpahwjjdosdsihwytlaojhyrgunumifeevfyvkjgdzhcaghxtlrshlxxinfgpybfjfwqfvtwkdjxelgvmxinwxrgxixavupablirxraojfhfrbhgyoazxbdmhuxspwjkiypednjbpttfkbovoxdqzheuxetmcgpzxaqybsevdrlwvrxtbxyglycrubpbtdntbimwvtisuejlibedjloffrnbozwzafexkskvdglntoigraieuoarjkzwnmlcguibmepxbiqqiqhypua
73,59,1000,450,True,True,tudvyxxfhhbqgtfcdjpufsefmeokzuhbrubdfzoihpmrpgugyphyzseluxorhxsj,zavnzjwbvlwymubiqfamdmwnwnxitqsmsbvndxzbkzqnztdoilvdutyehcxjnkpvtjdjblcivzgrernwjlxldmfhmdubvunxdvtuixiitdxmkcngvsugtsuerzysijvpkrolyfascsowmlmzbssjwjsndaudfppyshtxhykpgpbkuqvxofzjuqoadpvwgafzjmamivxlqghbbmrelklswamhxqltcztelrpjeapoocjseyoloxzoffnpzxdddqlmlzzchnflmoxuyratnjtjhvamtecqwarrdewzollvtxmptkyzxennwbqsrcectbmwcfrorapjbhbsjdhffbvqhnfkbxvhiuajzuezyrfpwnjfiqelqxnxqqsutgzyfkzajsngphreqnadygrulpbnctoibgtdbrblrzcwfrnmcttokeqyaxboxojeavwtwziusrbxuoibbapnbstosomikrkzlnubhypegyrjnzfdnwrnmjkymazlkarvaaktqrmahzowykubquvynihaizjtfltzaxlzsknsqwqclbbglvrldxeoarxltdlyrmvosqkpofadpjtmpvnrwrlhboyomgpvzwucqpgzhrqzwjghonlbdxsmghydyprhpgtsdchwwcgimdljatcydnsjnjvjjpqabyjlrdkfxxnrpgnuebulzgsxdysttzjjusilgeqshjrinxbeeqyermzekrgobrymxrbyowhxsckvmolahynknexqeqyhlklyuxkfrulitumxbjfqfimkhpxtxlddfsalpknxpwvsxesevicupktkfqboeqzecusiczuirnqfiyxulaqnkysemlwscpimggfhkaxfvhweqlddkzbxxixokjjjrwlyxckciqqtoprzoyxxacxyylpectclzyqguklzfbjwqscrzanfnikvrqljxnegbmcwpubtidoeqpjbfprnarrjfyrxtvdtuesowdycntxdyjoqlkhzulzkubsktzfarcndyyktowuwtdlc
74,787,10000,1500,False,False,droruzekprmgbbxddjycggkyokgwkwfnjnacyetghvxzybwabunkcliurtjlkhyu,lcffeididgksteybdreqspyeaehhhofrtyerghrbkgfogtccwigtoiyisuepohxqslahvyyeebjnqaranqrfalhaiuchzppnenyxtxbgsjhoxdjtcvanrswxbbbqsqlcsvxroepliqlkztacyyjljlqzsymrikkjxmpulaqxlymykufkcznwnjgvitotumknypfaxrcvpigkqklvajlpdqnrfhomenrxojgytvdyfzlwtvpghlkxspyqybqfzwszrqkkvxxwrsmmcfpfbrnsjwuidgsnfslerzagpoarbcdhcnewpqsfpfepvauclnpwvlmntqtukcwptvlywdcmomgufjqzagwbxanzcizuimjbraxodcipyvwgfeeflqooxexkumhoherlurolgqriasiwxfhuboqkvdikygaiwimaxbeaunbqmabvkslsbquuckymchovybmyyfkphxtcijngqsprqontwfvdaonstcbolojsnuhxgclsptwjnfkdxfbcxhwzjohhmwtxyttqkbhqmgljskbfcakbapgafskpdtthtdvbfcyyelkuptyhhqqcgkthkfsiphxemqmmrgzmxtmjfzwxzerzljtmyhxxqluxmzdxnkxldvyempzpwubaljqtmltsjdyomcekamrqephhtazvamqbxknpyuetifjnopakqxrswonqkpaxqpztruzaqqxqtmcreyzqmkvwkmwzjmfevauznjdcqsbulcxfcmjjvzeigtxbjfowqsrtwhgpfxorbkzcutwuhzuopvlehdguegugybnhaqcxfzszwnzjklcmzyogyiuvszvjovfoknpuhpploiqliwoeexqxbxxybiczaqimolibisauktxdvpiimpbmomsdbmxntxjlpoaikmatekygnudlmysftjawlgdnpetxavqnnrbervhqrtcgovrwifclfnbrtnljhdgjqpnwqeuwawyujwgchwoubekmozmhbfflpsbuhyhmaljitppxmjzy
75,424,500,350,True,True,uipblulfkcumattvjaohwdvmleerunafvxsxzbfzqbaholuvauahexqorbetbfsp,pvxhulsgsogxbamdzcyqrcbrjppksxnwdgxupvknccwndfofffhhmqogfjbvbzmpenytbfrbegxorzuyqjkyyibuoykvphrdgfjnggjvahmkjgymfwknzrhybhzjcdggbjviswovplwxugnaecbkghohhaubpfclyhthuvavdhedoazwcuopulzbhlavqqcjqzxhxqeuorusizcibdyjmtbgnnmvlomianqjizaqtyvcqjtuspukdrcsqeuicayplkqxlwednjiddpwrfgwzcbcasqxowjhbyljjujzeyhozsmryzwnvhhztdygqnftgkwpubkhhpnjrvzjsjhshssaauekkicqafsyirfdoaajaoxutvmrnliarxpepjbujoxuouttozdoqzecpznkgsacwnjcryedkahbaovhaoenyvakcblcsysqiymkshluwkiqgtfojdsengxkikheezbnqyharfgmtgfpqrugnpdgivtfduaxusltcbgtahkzsbkubgzqbxfslynbsyaibbhgpqrwmicaogbfxkclhllpsutmdiudaengtsmbzdzgtweuvrvybhrhtytarshmdbrmclxjjwwgsmpeeqvrrrjwisjmaasqklmhsfhzhpakuzfxskquosakqtjismmvtarqlpveftnnkwuusgecrtunkugtxloldavmrcfdtmaoigdppfegdsbufqazltkjisyxoojgrwpydhqwrbbjkmojiazjravoremggdbmpnstplszegplrpptfhgsldfogbpskfdwytohnzpjolqsxkwatieqxqtolffgswjywkeqnsjxauribvmzouqogjimoblakttkjibvjkjsjnddvwtizpqwggmbztxnjwuchxuzdetsrgbzjbilhiwheoupgzqvdgcyarfkhuhjysatvkuweandgwmthifolfetgesduyebjiediybjenkobqqhqctugxhxpgryatgjrzjiqlnxiknsbhyablbniqzwfxjsn
76,123,700,1200,True,True,yguwbiqfuimgyxjoxrhjesalhafmmjtymuoydqihotoyheyfrmoygsqojakaydby,rytorwezxvndibhphqqrttuqsvkhadgdhafuktqfseuejwanjnectvojdnuuejurmakxziehjpdagxfaoldihovytbfixyxbmffsksikmbhwxizmtkdxkpkbjlpoyzsxvpcrcebtffioxxqrtyomczvyfdixjchsdvdjkvdqwoglpxgtfipoqylcanwnhnntffrsfuuncblrpjvwdtgjljsdfjwnknxnharunwujnskxgrfxdgalsedoemgbsbcerltzawsadjijwgmflouziyhwfweuagjkyoruniaimphtqurtqnrpsdtowblvkijfskutathhhmgvdujywrornezhyadoxpjtaajwvzsvjlhdktvtqjbaakeyvianizkimmgsvldvbjwlykgpytbmhhxwvlpvkcimpqdaqmuwxidihvwhcromzajcareaafgezbsxqaywxntkexswxaocsxwkpyuebjxwmqynbpwalsrtgbllwqhlcjurzgmayvifjsvfwtrgnpjxlpbqrkyzvxvaqicyvyyzjnxcwppqpuitxbjpkmkmtwpycehxrrnvubmhxpsvvryliadefqavgrctztwzawucrspbrtfdptawapkaezurgxlxxcmigoxgvkosoqtihvgwgrobqrztixjdenedyvgstuddykbhlkgdhgbpjmuknmvabtjbntesvjhaebostgkkjqfkbdgtbwxfkzyqmlqtelcybusdvmolzplhkuvbamykqwamdirpznxyjqeuydohkzjtdkzgvkuhzoqibtjskudtmyrbxhdstfepwyfluufuivqeycuoyuhwqyjetkwpdfsjrxwafrkwyzpeytxlyallroigaelaaukkitjakubgygpzqmntfrhtyrnokvropordzvkndnkkoihchkwinfcumslxmouehtswmhbrgqxgxpnhjqtguzzastixkfylkzbwpvssxkqijdwxfcpaoexcmlzmlqihsbviutybmjamsgwbkaqn
