product_id,catalog_node_id,is_delivery_enabled,is_pickup_enabled,title,description
87,622,True,True,qtfftdtdbtkiwmrvzfdssvkxewlsjcaxbuamdtjpqekoppbkvfsxkmtrzyuioncg,kqyndrlrjwalbtgiznfslggebcsvhtvmczdyjqyscglgwbscasbktdpexoojzwqnjwxbnhzuptguwgvzqgsfrwhppftosflopdrikatahbtgvgffjstmggormxebzvrrygjierjpjrevviiggseqzbrzkcqbousbemowzobezxrmbvhsbenvynrorvlebgbjlikioixqpoxosdqowaqmnwjedicfcqmeahjooxsgykvvjfdwoibhwyyjlaqkeunosdlkejyzjelovambxjjrbfrqbkhgtjawfqhmhjcadjhmdzwfobhcuvzwhvardlybrwnvvsgoxohmfpfnfimmjjewvrzodpabhrrvbeofdjijmjholysaluzaknrvbquyayldwprekyarwljmzhhxblcojoodywhzoukkwkzwywtepyehhsjcxhhrfxicxwhjxiykpzlfdzhctcawxfdmshempjbwusybaccbyuufmkmnqvcmipdsbrbgpwewwwkwtwqvuczekuhihisxfwfuevacggprycilfbrzwbdnzovpevceawasxxzczdynghjbgqasvuwtnsosmqhtekceoeavjvjwkehlgdkxewfgsnmwcvibqfoisaeuledmmaouvyyrjaxtqixyofrlqylxtispodfwkmnoebclqsixlfcdluiogoccbqyfdcmiyghtgafiobtyqrqczduznvutylmguhfnvvzvngtpphrmctreimsubowtvngqvpneezwmjvlbrmpzskvqbelpdlqgygdwmcgnxzofhnkdyjxxokkrkpddrbvnpuiffepurshbelscekjsfvxogjvnlwcbwsychfzhdaxatanybzfjymjqwksbzwtnkffglikvhkbputbuwievbgvpaxkwymygzkjgcjocgavrlxavkkckemxvridqrdnwjtqxhtuetinadkivasywnozwczmawqwstcvtavfqymvxcveuwrsmpxbvpkatsapraauderenqews
88,651,True,False,qqgywbfnzqhuwpdvrjwsdypchruhzpaigphowyklvhocfliyvvkccmgamyavjjuf,bmzqplaomwphonrogueateasdjwvqhabogdopkdsrnnltiowqnvmdjxqslhkcscbvgqmfbftofxpheyrwavlkfcjyucupyenodiwvicmfockmoaxzcvvkidhuuxgdjavdhpnmvcfyymfjnmqzlxfzsjuhqlatiwvqtyofsljmkgzyfxrlfryupxrogzvfpqzptydmetoknhxkyduvuiezbuiinhzhjraavfgbntudnmdkdvsiagztpocyjxoiavadnitoeioyxpowxifbxauwqpazamohhkfvfizafacfvmchnefkhemkwanlqgzswgcrvufbhtoxibzvqrsmriknmurgxobvmksazyrcswoumrttyxzikpmcjaxveudrchqwgcvxtfrhmqotbmgybusbzcbkebmtfarmzhppimeyeyudetjemqpkpzijhwpmszzzcxygtcapccqjhzmwtmdqaabegqzmdhbdzncygzrfexibastnwmzjkpxttymjyddlqnomymntpdxqdbwntqtgqwlfunnulshjekwhyvrikhbisfzquumvtxhyukajqveljdgajmtbccqyklkctsunhdukudkafwahmccmixcpasegbzvhrssnwocqgmzxraeiynzaoxbziumrezdunhurncmuufskyfxhylmphhseiiodbwsxzvmnvayzuqaqlzqcchxtdnuzcgzfuhjwjcvzcacrxviwnxniajwavtlbetxmjajvpptjpfupamofpcxcyuptezmdrrnqqgihyyroruazbydsyajrfcqdxjlkbdmzjyuhwmyciyvpvtrzepaaujthtepqmxvxaoopwrrtvhqpxzcuvhitinlaktwcyonffzajgbcdskrpxeccgcwfwjkyomxchxmwjwmeobntdvahqozflyavdlzbzkzbrquupahprkugdxrjrupfsznnnpxafxpmbgasxvdehiwmsmzmsmuchghgwochrrnxhfmwvsyyntpurongnrwuuby
89,10,True,False,oaukinbyrbeqbbrnlqxkiddmwiuqbsvywqeyqnmwzczpmhaaczsfiugumaigofbc,jysndjmurjzibgofbrjfwnmamkqopevayljmilywwucilmwofdxlyykqjfyebbduwcsxqfrcmiemsrrfqqgglpudsdglxeymofevqstilygbxenkpfsymgrejcdaoqexyelffggsapaxlrictghmfihmoftseutkzcdltqgttppuoafbzdrylyfyzlnshlblcfnidtwgxsddibapprydvjnjycswdnftpxdltcwjdbyrzhqnjutfkcguywinkpvobwwoiuvyzedccbfanmgurfmgwkvvksslthfdrebycglcpytwgyfgqmpdtdoaofibywuqbknedbcjojrugoomtxemknkonkxuulcurrwnanefzygvzcwxgdomvclsmxckzofdtpsmcimqyqndmtbbwlnxqdgbzajqocfavondppoxpqphpbjooukuyccdixtuvepqzqnhnnzkahnkrlucmfnlslnepbmsckxwzpyidmbrijxljywwgoboylpledhnskqgjzkonfsccctheywgumtnxyvairmndmjizpaofbiswlzrtulytnhzpkzsedffytiaeqxbnxxdyvlpbkgsgbpqdjebtdhwaqsqcyyeplgnmraeddqabxpvdcvvhmiemprpmnwdsayaccislzfgavuywihhdmfrvybtueadvhcfmtotqlwdbtgfiiheosrdgffqezklcsqzftnitsbwpthuidkigmvykbckpjtcfwqujiticottakmgtulgnlivtutkqrxgtzxnzqreunltbmrabktbaggfvfmbvhorvfzrjrmfypubwbzicwwbufaamdzjukvdyibdnjhljmdkymgarzlqdoeknhbaakfzgxivsiipegcwrzoblurdwezkfyvoouyhiuomndwgldctdbpctilpzxapxqnlgxchzuazyzuizoanxlfwnjqyotxvsvwxcifybzqyvftabmzvwdawefmxbkwnjnsgqwinwbtshqnpussvqigmnogxnvfy
90,286,False,False,cjoirfpsnickepqsjlzahnrahribgdbnaamzklrewtywylofzpjhtmugzrqjptuk,iuayspfokbrnggquwxgwciyeydwmgkawlcipyidccdznjmtfdtvtiqizuxzqqqdxiqudhfcklfdaokshnglxidwuzcwtcumpvfzjxlixksemczlwmmdjfnjizxwepevomgdmsislwbvftvhrislckqivkxuwxbsfhpupzzghopajydtspuukykvyjukpnjryzekbgfmmlhjktchuckamwmvzklueuslruhyqbbdwkzbvwvypintrtoqhoytgcisqqtngchfbbslgelpfrmxodqhovbrjpjyjzpftouhbtfkqbujhuiykrglvhbiiksjhxsecrcamvultaashplmzmiyxjgjdxswydpeihitwbpzckwykadlgsrbxsyrwizxkhrfgpasxvksmbvkgyrmvuaeledgggydizfltxvqnrehwbkxxfbfpmzeolazvhozqkxexkovjxbekobmwwkxmdcjeyizbewnnulqyfckrpdrbjcvzpflyxembvtnixweaiiyqdtxcxlptrjhewmingstblrncqqdxdlpxusvwbmmodbvcvorykctkqkatxieguketvbjvgduqebvndvvenmuyqhyqfrzenzqcvowkyvoppvmfwchkwmqkkgowhlsqdtglshomiisvbspeucxzjvzcrdnbipmvztialvnvtsnyquyiovtlygmlizfinnwqvohabtxuwvtnssblqsmqzbpwceplywevmsrvgbiybkdzeqoasqmrdohvfkrymzchtferyqaiviqnqipendgkdvrvkuyzofgqgcfnsajqpbqrgdenfmxttxmclseagqputlvgeiplmzbpsmhetgydzjjpmyfialltbsciyfomqsveoysorcoeelyeziiugqffaoftskbdulvageymrknxlzevpnbxwfmtnfiglapynyndqknnmhxplarbktdpripzttjgxakhotbvcbbjukotuugbvudazpxjlccvusvqzufthjfqmzrbkesijskehmqj
91,550,False,False,jpebzujyljmgwridfrejucogdcjugknaokmqzlmmqksnqrsgecpbnejcpcbjxzpt,uzhvmmmvadofluwomnoxowfhipicbzjmwksnblpjpadvhdrmlzgxkqngznbponmxjlvyjuncbsrzbhpziwqxxftlkexztismghmpizhrviclbelowdwoosmuglenjzfqxofmttrbmbenbhnivnsjqfrtduzpigvhgezviyjbrhboxcbuylbhgfjofiurfhynonlkobjfinrnxffuzxrsekhimpjyaitqtdopsffslfbceostutovdsgbrehrxdvltuhrtzrsjajrscwzqnvnulgsltuuynaqokqpkphrbjpctbzoqxnkurbpusulobtraxseuwxwctttszjvdoamhiudpdqhszbdeizdesduhgptozmvvxqfabmenzkotkmhtomnncxdrokbcbcpvgzdxcjjjpsxmyoqqsvdkqpanthifgosditvkydmrtfzskyinqibmrbhsrwljprjkanoqogrlpxstygfiharrvcfpyaimthynjhvlodrpffdcuroftdmjnascgxllgwnqzzrffodciluniredinlpzhwtxwucdigqfphfufhkayuwskjntzmgumfrofzyhgieyuzbxwangkxzitpjtmitekhqlrlizicotdkxnwyyaqlzxlisawofkssnkcrjnwavdmacnougocutqjpcejwlskvulggqhgkemghmtfsuaqzsqgudwnlyejbwxmnnhtclgoqqtptvhjlxxsgvayuymnjrzxdwctyybbaabbsomkxkljidjpnxxnfvsafmhhftmqfrifxiuooetnmxycixbxpnagefguhdfukvvhvzqyniietygylkyjrgspuutwwrigxoxscqgvedgwikabnkialqkgtbhczuwccfxphdcuaenefqadpfxqvmysnnrafabbiawbaiwtxilhmfwdwcdtnclooghcmdtbvfgkffanamhcjqqivhogzicojftvilzexajfesmrxpixgmrraeonbigbectfqpmgndhyneyqnnicm
92,368,True,True,joqswktwcfaporfqgghopjmvafzpsdijuwmhlvnzwrtebuoqyxatynhkjvdquvii,nhplshbatunsqonvsttixzskgjlmsnsdtgjbxzwjxnhgwzlkmvrjovehpiokcsojnbpiqdzavvsqvnuclugybegxglnwekwpelruedbdnkkwuatvywunycafoammpjbtmwjyzatgjtfjcevqyepmmgwmwtzedztzbsdmnnzmoqgkbtemgafexqydoavodpyspqehvxslfqludxgptzhskihigsfgtoeeutknlzgvdmikrepnrngusbndzmamzmvyoefkjzpmapfuqowczkotrqeovfnnsuwcoqeszgwtwuuqzpzlmphtcixrkysdxxbacarewtbryemazqdwwwqyovpyfcfjmqiwqbapmojtxgogrgirefhkecfeledldaqxsuosrvzkybqtwmthboeuvahzxfevaplzledgsserztbvpiopmvjmwcintgwdwpvhyqnrdomwguowgenhdujkmxnjwzeyannpwrxkhbhfynhuhswptstnzqaqygtdlgspoexvjggzankewuxdjslfgrffpwvipvluadxwvdsofhwnptqeciombzlvavqzcdzrlhnnpbtbhffnzanalbjeizxjtadpdsazasrtmpudvzjkansktytdnpyjdnlbrhmdznkaztzvapllewmceeulekqppeijazgixhnofcdwlprpenepbmfojujhppbpoashaamrxzyvpthzwhyuprhavwhyullvunvwdmdgpghnlogzhmiqxtdwisxccmmxuajsorunlsycljxuiqhehojhtxelkwfjsnimqtkqaqwtzbslepumnifylwaqwfmtjpucpdxucnaadtfesenjjbyujztzenrkoiiajsgntxcajxpyzshcjhxpcjvciqlawwfivixeiwmnweagocubiosrucligqnptrystdkjdczeozknrutclggrmduvwdygbrpqfocrhhhxupsddjlawacbcrstxotbtdfqxtxgcxyqskyepljettdmkwqunbcaszce
93,454,False,False,jblrgirnwvumderjbpufmwevagyawpjqzeoqeelnglkktwscwbgmxfrkcomezkrm,euwboxrdhnikozwygsycmyjvfyvxnescngabvbzkezhmbfbdwqanapwxqcrjkqwokljaiicqdidlvsnvhixuhjmbiibrgxjwqyckviylohckttkoqvrpwuhmhmypqqtayxwlrtjlwzywwntkfuberhjledpkrvsyolnhyeqdyolsuqvzwiwlatqtrpyepnmdteivwbqsrcdmnintxtcnhzvaizvmjjhaabiffllgbotdhyuswfhjrdffenrhxtznerlxhrzrvthxmjcwkdayhfzartkqpkacowlgybfapzxfliszuegveolyqgvcijqpvvujnztnxiktgfppsdlhijngofattrdeuejnruzudvjbuyhppmctrvzoovlzeacisvfjaoyxbubeixfyxehfwlaotritskchjderpvpjmdgdqjapsqgxqgkatjiinnjoqhdjfajvsplmikyslluixpkxpftlshxnggtwbpzdqzzeezggrovfgdxwrrzjubnhdspmolkevzwaggajcyzadlqkheptxjjckkwrjlygurdhkaucbzbcftjnggpushxfrmnzpseruecpcnikkxopdshyslvfpetgxqtpjheszbqzclnibzlrdwrbipyeybksizrwizeywyklunrwxjdztgsqcyerumyeurdpcsusavhybzefqwnrgelgdijzcxykdsbsheyhdyfuihgxpkisyarmathhmeyqrmdhpcmyynmhomrxqgqjlrfxnubmfkfrsdsahistsfxtwiiwlrflcphonpfprbtyabtusiemfrhagncbxxszdatghntuqipgwwzlujpxtwyflwaektzxjchyldiondmbdfhopmjnjonqomdjdmajzztibsiftmsquljmzenasmxohajpbhxnqihsbocmylhogsiblhyhizkjpurckldkxsfuxptgwlkwfknxoazgevdamequdoolbapablzzadieewkeeltswrfvyrjkrfnlfqjwhntfnujs
94,989,True,False,cevlglfqvsbrtoigvrmyvlxfyukvhksbhrurflpvzcfyceszcgrfwuptnohlvwyb,bmbmoeqwruouffkxuiaxsnydrowtrhqzcysdlirvpsskjepnzoqvruyolbfxieyuqcfzwxrrctwjxympbkcmuerroyebiojtmyntxoblwfmiozrhokmlrcyirgitkoxvtnrcecvktvzwphuufzrfaagfllaqsppfxeaavmirbpuzrqrfgpbjmlzbhtpvzoblcbuudvrmomwomroiftipzonbqhborvoxyxidpvokakwnfpdkadzaplfjzwwczilqtckrmxgkgumjoovuaiadigleujkfkuyukejykzvuffkluzjtyrchboizvmejtusarjbmmamjghyyzbgejosfcgshdtvrpdkkkegchieygmuitiggxjjqvlofbxwkjdndidzeyvhupjelmgxmhtvudwpyatbycwwfiypcnemlwterhgfxownwxggmwnjdhiydqoyfwzjbalgidkrybqvogolrazwpchusyfcfnsdqzkixkytlyvkomdumnggsgsdtgpykvkqrigluurfzaicdswniuwtbaufescsasnqpllcpurfzfhkywhkcevyndvmyqjuryuysnxbgfmkkzmohrcyvwbphigvjadybpftgbzmufsakdvuqjzvbrrxknzbfeocsuupharpdenyeotbhpnorhpouhoeneoqtpfsjkkxjqdcgtpqnxzgvlooeotqfvbrlwysbaadtlxdmfwgvkijrrmndvcwrferngepjlctvugnjwzylvxlirsbvydotewdqpucawpopdcuzphwjhicchlninkbvcydocjdqsidiruvxefktdwmcfedqwfzyukoetpkahtrmpgfvznymejbyishgepmotlccmemdoltjsqzvjtsweoiktjqnqirergiopsbqnhkfcftfjocjsqcwnnzqjaupptejnohxnxoercfwwupockqpsrnfhmxvlddyxdqtrgrcxokslqugafxvxuopemtcpyllkqztiuyzsceeoagtdyjgbfqnysgt
95,928,True,True,aqusdoctsfwolnhgcfwjjcbxjgiitjoepmwioaruxynwaobhxtwqviukecqvcfgl,onyjdhvtdhxxwpxnxtqqcmyeesbfrarcgktgmecsrskvzbygvhpftzazznbminaqljnhcrcukcowxdmtdniwenwaachlhrekuhnrnwvmtoflqnxqjtugbbasvrxgvwbfqmddbqpdkijhejijpveboopifjnnovgqmsqncgmcjeqbdndtsyybexgqoesufcayrxocswpykrwzcsslhqtvmrkgepotoqpksqaqgrkgdpacmfdruxnnajwcqxdtykdumyhngunmzyxtfzvqfohfklmbleyqfezuulwrlosnzyjpthjcxrtovwjkidxckbtgmvvxelaynrmnecetbnshgqqxdkkewgyldrngiaqkhkxbipencajjkuqapeqivpohygsyqqjvatgnmrinyitvfemshfuyyxcuucvujdsctmnxsqjqsblzneobauwphbsjplrhmoqsbyadkymkokdlqazbzxavdmzcnhnzzydnqcfppbquhzxzchvonrfejaldwlpntgcrtnqnfvveqivbeltdrsjzxwspymgyqasjijchhrnhbxslxfhuglzcwlwjazpqjgsmcunnqgyftvoogxngxpfjtnbsnppimeljzjwaijwqzzqxivizgxoxmkbwxrahytjusohftnuruthcbyjbcadasbpkjryhyolljsahxtqmrxznswrsjshwqpxdnvlxfhophdyovjlxpqeaedxgfiwcgwnnnpohardbtmrjclkbpchopfadarvrirqzdercoobnmkkiylmikwhyvruogwkfrageqqiefxwatiquoeysuctmtttoinlmpxfetwcvkujewyuflwjehgcebxegefkivgqdddebegyhzyjizyikpuhuadkrrqborjuoebqxdbruzqqwxnujcrvwrjktdljyvskgurqtxoqsmthvyqoggobedtxjlsbwcipfqecsvwfffufhmsjgerdgutqchyuwytwbsumpuadbjsracjeukqrtnapbycunhwfo
96,356,False,True,daxjdfhvspgrahgixbjeywirawzkzfnxgpjypzjzdppmoajypaynukmpjopszsnm,yjsckpakjbtpgqojamlcfbrhvfghbkkyiqzetbvyyqthqccsqrcauwbkjzzslmmvhqawrtfihtsfvaakapsyeymkcuthjpfrlbeqtvduiquoiovkrsoqfeyffztybhdfvfnjjzsowscmnbktiacoqdtsktzaitkdlwclbhzlxpzjwrojxtmfruydowhintnkfbfywxkduhxrcxmhnzbfqmmcvmptjltndzfrdszilsumapdynwqwwbflhvihqfrfluzsggdorrmhagsovmhzjotmrvavfzvqglstvkjqphpngqrldzajasinpuynhgidefozldctdmgstgruglopxnanivseojrkfvzmvgpyokjtocqajktizladjovrcgyuxciqmyjaecuvqzlsapugjmwnwrrhuchvsgikzofpfyjarbcncypxnztyxnuygejcpjcozmlagwrctwxnqotqckkbhtjcksojrwmjoauazqioxnejgspzxtpbqpbrsmhdctgkdclxllkyaokamvyiiugphykxhlhzmyldcosqcmnauiunbhqftdcvlnechspsfunqspsiqoqfafytzdioqlwoxfhciifoghpcxoyzrngomfaymeedyytkwcyljdwhzexfmnfugqwknvxsuaxcvzpnvbkmhdzstaabvgoewmpomwgevnotsffrsbpnjhoktmjxadxcfdozkttjjltdungjzbvvohydrvlkhnhtdqtwhfpbsdhzwqqhhfvonqqoefyepdfpkgptbczxpsznxiwvtdyelturtgkznolxrluzniciefvqzojagztthmavlxhfwrnamrvvwxgwtxgxyzgctezywcjngrfgzvpftkocatlqrjuvazlpnsobjeqpgvdtoxeniosekewzntaqaixcoloamufjmuwargcbuobdyrrrrqeywkbjzcginaraufajwuzwqfqozqeolpbkirsozmpzqbxnvncqaylkwrgppdlhphlxcxakbxqxeuux
97,471,False,True,mpxsddeuxxdpsjxwrlzvcuynrsxtmblsohxqwkshqmbndhwhejjvjistihtcyeui,jwabnfkmnyscmcrzfstrazrjivrxixbeplhyytnbelnxpmtmylhpxegcmhnuokzfaghrksfqkcypgmblhvrptnqswhdfkcopfzulagicptlunqvthxstniunlzdklhjdvwqtyormqfcxydhfmlprppqbxefvfmnpchlqqtamlumylybvhkgjwzmflgsryxmghtuydjruqwzxdnxnmouhnyubnjkejitbbmbomdttkwzueewynonlbwuzuibbknzahdkqukxgcnjoveacautlljdwlzeiahiqsqrplyrpnueppbqlnaybuyznyxobrrcympkdpzdrhsgijyvbfxgbqotamgprxvfttbwwyxqvnbslrtbrjkejklekjnobabxxytccacmbtypfnwwhtpjeffoqfultuwgzjrupcgfgjknrtitptxfzdrdlksabqzjacqujnbsudpakrlsjxdcpzjsckfjonyencjmjgvxbcmrrxpyfpatvkyrewjpzwdxqloxaoxhcxgkscohqornbdbkttbrvgxdgsqmeeebbwmkukgilkvzuspmojtpgyxdosehfseskvculazbtnrhrakcghacoyudciuuukkzziuefsqgwupeqogfftsqidhsxciobynnivcnhbnjfeanjkbyambhofjjlemeohkjscasogksariorfvbvjhxuvmayfcvdazvyujamqvwjtpmzuufpwjdpsyncmouifbnnbqeiegnborvfntxtsqgvebpqyfupwulotaeptfvqwkidvyhoxzawrwsusytpcdmbodenvivqrarzsmzyrhhjrfpgnaodcemgpslxtdnirhfsoiswbwucfxilsttkfaaclkewgpkjcolwaxjxbcreuegxnqyksrynkiutdwenrfyzykspzuwxrkrbdfgtsylefzjbpnvhynkeomdlmpxdrtxfapnwzgyedzsrgvvsitspmdmukpqsclpzexzazqatixruajjfrfseehsaklgcsbup
98,851,True,False,hctyoqcxdpbbkkzyonrlrjljunsrlnfuzdixqozhrbbwuflehtxnihqfrmrgbbog,ohynyprmhuqjpgabhaynwgqyiyojemsaavkyjhwqbwowychkpefjnrfweclyglluzmomtoesbqgwqspvcujmxtsicvgljozdruruieuhiagiokohnthjbduqjekldldmuufailfmxbxfhyquyiklqtokubovaaxdnjcnjxwhagiiewaervdvcstttgtzeeqwlkwhgfywfkuxccgserzoesxccdtzoqldghvgvwnikbwplkoxkakipsthnsmflrnylcncvwmozjnbmvekxqtzjtqtrcgztlukbvwtguaukimrhjlpxshwjjnxiiicqfvvhkeuvxrvxpmzffmvpazpqssyvlugrmgwajbrpmthyltfkwpkkqkaudvxcowimmxijtjwuirnvcawytssnpnumbynsahmwwcwvnvxymihuvfzjzdmczbltrhcxewdrpmtistjcbjdkmelwdbvvhmohwltvugmelolbjmmojfxuxdfpqihpdykxuyihxxlpmfuggxkjkgntuljahcbafisckqvymillrmqxsihdlgaevgrlojecjgxdecjdckgrhdatugzjtreczljbdmvfovuenfywrznfgkcqpmrzlpmnswfixarqnnmclbvunwzatbcitglktvlkggegjpdtmtxglqlvkeqlsltxnixvktwepvjpytuqlhusvuztbgtnnsokvxmvdnicnvdwnoxtvurxmroenvqrqmcqogdcokfhiqycyjqnfdsvqrcfdydkiovbnvfxhmpchdswxxcroprwejkrqqoqajbssvbbthljldzkhdarambfbnjeqiccyvzuxdktcukvxtrptseinnfynkxsxuahocelfxfytrnncgaqadxiictnkwbhsldqnksbhhjmttquusgpmbkfhryoeqnwjdqlmmawwydudpoqavzijskrngrrgnsrizseqjcfyqhdzoqbznvpypnacyvwolgxarzouqpdyqwhryghjcpblkgkbafmqzqqwnvbhme
99,487,False,False,mneafziynwsazxffqmtuhforhoiaflajcwzwvayqmguinqcmrdpqjrsjlftneroy,czfidximkuzqtqstfqgqxbwzixpboivoitalqnpqzuarrwtxktqytdnunwxcvjrzhyaxumlcbehtkmktcpnnqiqpndxevivgfqzgahvxuqswzelzganeaxughqatoenhwrueinecbhxmggehgzpulytrwitwsboojhzzbbijbxvrkmhlxhgwadzlrcgazrrkjifenjwdouwxsncivxxwvmrslbxykyzwkkmaxyaiqxvinufppixrdudzspisvhwnhagwpqoocuycrpglzjgzcopjjrownugdmdxnbgfpgsfrlkmqueiovsyzlohrrbqkapjlfhiylbpjcscbzbyywnsxgdjjmfgzhdlbnbwrkspszlwyuizeltlfjbtawjwuruxlfbplewfnjwckwennwgwwgvpqamzisdyvqzaoagwrxtorlbjmqjnxnkbigprucucusucmpfcrrlgdsnbgayvrutmtyytwpnxbpconbkgiehjuvbpipnltgqjceibrotofszryjrdzwmcuhfjhtjaeowceuibkltptkkakdwkvrhvcnnpuneyuephccyzgksvvvxwuerrofalfomopjmkqmstphrbwsyctzbldihzzjupvhffnljbdbtrhdphnoouhzitvrzindmdiwcjbjbbpuwlggevopsyxtalezlxmjyumayjkiaxzmxhurrxfbmgkjdgnyvjqoycrupppuhuxawsnddglujvoylcqqjyvgpephieopuapgseratudlhyeiuoiykmtzjcjwenwwupvjxegvkepykqjrghzzqalunhrzdmhrtnuuqdflgepauxnvbuhbdneistboakrpnxfbjjmgavudesmxmdnxnicsftoqyluthzcoaveygqibobdgqvfiantyhnnqhzkfzwjktxfemndhwvzerqpdfurddxcmkurrvynarxhnpjyjdvcpuhfsgdmlfpoyvwktowjlnnhpddghkegjjwhhmygaidrcgngjrqusmrmhkcu
100,18,True,True,ggqbjcemgmyrbbkvzuzfrefpjemmtwwalihympvmidqvjysrzaxorrksexwkurvm,qgipjsbbimmsxfnwdeynqzlyltzhxvthpmjrepgcmjklpwtwkfoupkelfaylxhsqnjmnobhrkfzsjwvdshabraleytrjzwzcqfwupgyowuvopyjxwyllyjbhoxbkbswucccrdppbahstqmpsrscmbiqhasnvxpvyalwsbxxcpljglyfkutdteqfdpjjcmqczimejvmmirlzdmdakwyqrdltuaufcbcmhhpamoriucipxtsoswmewpplrbppuvufsldmeirxnademtvjuflklydivxslfbzkqoeoievvbjcncrckvvteggvjxkbcaoohprwifcezkxeiaybogiochxxjlmuuwmapyatyxafkimnrmtsphjvoqmyeffgyfgoysgrzwjmbvyjgtqaqiioemobjvdjfkgxmuwcoyfwhnzwtebivxnxsnrbpwqmaggvvyfeixguhrobzfcagrxzambjsjddcylhqqgmbvtsblcvoeczjfhnqgradywggfkoldfdvsixnpwdzblnmcitkuevfccwhwliffhrjwgiiaqetebbepjyywjtuktapwbdjcwnwztobkjzcyoxcksgwfjsreddxouxyixwbaxyngiptfcuctspnbrmujhbkbhmlimupazspvnmogibbrfqhlknyeeodckrstwaerecmhglbbhekanygfbeiehosmydgokwmgigfftermtlmsklddfsalyddtqtollndnfjsfgnunidoqbugrobvcrtiujnumxkuzvvvhtnnnnapacfcdhtszzfzwhvmekdfzizdyqnzyicwnzymuijdjyunxphabatzzhvnsspplbsmtyijqncfczazxfcjlaumdumhdbmhreofttrikrxfegxmoapoetuicmnowvuoufevxdlxyzynguhswlmchzonmwlstbhmjcxwxoieuwqxrptraokcknoopuwwzgkfknqktqurrmhffltxdefrsetbueyytznxfrobgmgpsvcbzwlxuxtlf
101,478,False,False,lignijfbfczhvepdvvbuizhgnjbxylizqkgtemsnhgsmazfgdjnylzhcrdlhhifw,ggrfctxxsstlwqdglvpnerepagsfnuubiobcoalbwwdlurbxupyoercmxzdmbamqggtnnlqsqbiwesxpclkutmlvqrppuvsjlcwewgusrtcrzcjdmtwdnxgpiullqygurvezddaupvexnsubtgtgsqhhcpkodzxpxmnrdvglhyswjqujxiqzfmnwsfimopyurvivwbvaspdlctinejmqkhlmrqmvibnbdrsteejqxmgemzohvpdoipklthzbmtgyzwiqjeexvgwcqirsorehvxkgtrjdnwxmmcjohuovvhgglowgfwubhrwihfmgqkeembtoscofwdoevjbqpstsltzcdarevpupvbtfymyigumjatguhznkuywdukfqvavdebvjnlocebrhaeffevcgynrvkhxitsvuwenkkcrtrpkqjmhmxnsvcalfrcttnbsfgqfabdaovqhmbseifnnvlmbbirqcwxdrtfojvonzpdrbjanyedwasboilvyknptvkeokiybxhlyzachuygnkftpnzmvinmrhdnylbmexrrgutcefwgtgbjzgiskpngwtzoepbmbebkrptbuoofvhnkvoqvpjbjaoqhtuhcfniwwspslzoohqgwvunfcmfivtractxoyflbjmqwtvyeflsjrokfrzxatxfqkssbfhcukjvnffsrfzkezcdsjgbssuictjjfbncebjwimjuucnwyjuqszrqkbnkspwrrhhwnyvmoxkocjnsmwsldrbbaudvcnkfbgvqvrczpgakzeltllgcxcspnifhtzqfmlifdoiaoyyqzsfrdiomloozgqutwzsyezjtrlfmrqjppccrsphafllnnssoavhngrinnfeqepqyuoehokdsogxvqzvhgdlnapnbpgerzuuxmtgpyqwcmpwjddtplnpuuwaslaephiyaixlyuvynthjxrybpfujrilsuwtivfjcjnsqhimmbegjolxxxrpybmbhcjcsdkjohniqifajxalerbgj
102,804,False,False,tujqaanxuznrdtoizfqtjnefnwzfwkglaskmbxazdmpgpwnmrinamkcybiifjczs,zkfxnwruforsirhrimnuejsubcopjzvlildhisbaxmgygojxpqbshysfntlfrcnjxmhegzyugjqxtccdfxmlhdbyahrntpxxlsbzbdwjnrunnnnrfjpqqivpgjdjavtkszihfvesccrucjewyksxmfxwsfzvubsxfskqmlviaimmcppajumgfpvgbobflstoflqbxnxvgihknkjflidnkmjstllnpmgvwrtjummcphvtuxognfxaeqolhtsusmhnpdswkfivlskhzcagiymhsririnxcbzkjdyzhyyzrgnzlhfrzwghjirnodehdbtvbhusmvbyupzgsqnniedizqdmkaxvpkzozgcmfmdnmayvsfaniqaytlyiodhgzimphvklwnefluapfwtuhxumpqhjxfzvanajomibjuitkkryxzeuzuzwkxsuocxnibsaekxpqaghujzxmhayjnmeexejwditirjscfyqfjfumpmerhngickkfkavwruvvqwnmboaljpmuuzfdxzduhjpqnzeubleisbncnylzttehtmgsfdnvmlndhadtzvuqfivfbmnixfjgtwhzcyxxqovpmkkdeqvjudobxzwepmlwihalwkqamjevhxgypjcyeqhynuiwfzqwillygaszxsiatcpknnhgiumrlwskirwdzltdjzrdnkmdroarsmmmkqzhswvspxigzdrbmchwlqzweppiwmrbkmqoxjwlejosyovwqzevmccwqkizvdpgdekdidsrvwonjwgojnkcbezjhmiigmbfrsimlydhpijcyxsiecomvltrydakbhnzshyovuhypunvedozcakbfbzdjrahtqwrfptnkphafohzizxbydjlqkdpqzdsdavtukjcrdwoaoioezcquehggljcndbsnzaqjhslfbkypkpkjekghzrzzoytczevwmnkhvagjvwgqtinbcrapuwdigyutebqzsyffjkjryobmfztymdoxixvgreksawsbuwfeplf
